portal_id,title_ru,title_en
1980,"Письмо неизвестного автора к Циолковской Любови Константиновне, поступившее в архив вместе с остальными материалами К.Э. Циолковского","Letter from an unknown author to Tsiolkovskaya Lyubov Konstantinovna, received into the archive together with the rest of K. E. Tsiolkovsky's materials"
1981,"Письмо секретаря Горьковского астрономо-геодезического общества А. Виноградова к инженеру, научному руководителю по подготовке к изданию трудов К.Э. Циолковского Воробьеву Борису Никитичу","Letter from secretary of the Gorky Astronomical-Geodetic Society A. Vinogradov to engineer, scientific director for the preparation for publication of K. E. Tsiolkovsky's works, Vorobyev Boris Nikitich"
1982,Письмо Воробьева Бориса Никитича к Ассонову Владимиру Васильевичу,Letter of Boris Nikitich Vorobyov to Vladimir Vasilievich Assonov
1983,"Письма инженера, научного руководителя по подготовке и изданию трудов К.Э. Циолковского Воробьева Бориса Никитича к Щербакову Сергею Сергеевичу","Letters from engineer, scientific director for the preparation and publication of K. E. Tsiolkovsky's works, Vorobyev Boris Nikitich to Shcherbakov Sergei Sergeevich"
1984,Письмо Ю.Н. Германа к Циолковской Любови Константиновне,Letter from Yu. N. German to Tsiolkovskaya Lyubov Konstantinovna
1985,Письмо М. Горького [Пешков Алексей Максимович] к Щербакову Сергею Васильевичу,Letter from M. Gorky [Peshkov Alexei Maksimovich] to Shcherbakov Sergei Vasilievich
1986,Письмо бывшей учительницы Дмитриевой Елизаветы Николаевны (жена авиатора Дмитриева) к Перельману Якову Исидоровичу,Letter from former teacher Dmitrieva Elizaveta Nikolaevna (wife of aviator Dmitriev) to Perelman Yakov Isidorovich
1987,Письмо Костина Алексея [Вениаминовича] (внук К.Э. Циолковского) к Ассонову Владимиру Васильевичу,Letter of Aleksei [Veniaminovich] Kostin (grandson of K. E. Tsiolkovsky) to Vladimir Vasilievich Assonov
1988,Письмо Костина Вениамина [Вениаминовича] (внук К.Э. Циолковского) к Воробьеву Борису Никитовичу,Letter of Veniamin [Veniaminovich] Kostin (grandson of K. E. Tsiolkovsky) to Boris Nikitovich Vorobyov
1989,Письмо Костина Вениамина к Костиной-Циолковской Марии Константиновне,Letter of Veniamin Kostin to Maria Konstantinovna Kostina-Tsiolkovskaya
1990,Письма Костиной Марии Константиновны (дочь К.Э. Циолковского) к Ассонову Владимиру Васильевичу,Letters of Maria Konstantinovna Kostina (daughter of K. E. Tsiolkovsky) to Vladimir Vasilievich Assonov
1991,"Письма Костиной Марии Константиновны (дочь К.Э. Циолковского) к инженеру, научному руководителю по подготовке к изданию трудов К.Э. Циолковского Воробьеву Борису Никитичу","Letters from Kostina Maria Konstantinovna (daughter of K. E. Tsiolkovsky) to engineer, scientific director for the preparation for publication of K. E. Tsiolkovsky's works, Vorobyev Boris Nikitich"
1992,Письма Костиной Марии Константиновны (урожденная Циолковская) Солодкову Георгию Ильичу,Letters of Maria Konstantinovna Kostina (née Tsiolkovskaya) to Georgy Ilyich Solodkov
1993,"Письмо секретаря редакции журнала ""Техника массам"" В. Кривенко к начальнику сектора оргмассовой работы ЦГИРДа Фортикову Ивану Петровичу","Letter from secretary of the editorial office of the journal ""Technology for the Masses"" V. Krivenko to Fortikov Ivan Petrovich, head of the mass organizational work sector of TsGIRD"
1994,Письмо писателя В. Лея к начальнику сектора оргмассой работы ЦГИРДа Фортикову Ивану Петровичу,"Letter from writer V. Ley to Fortikov Ivan Petrovich, head of the mass organizational work sector of TsGIRD"
1995,Письмо В.С. Лунегова к Перельману Якову Исидоровичу из поселка Добрино Омской Области,"Letter from V. S. Lunegov to Perelman Yakov Isidorovich from the settlement of Dobrino, Omsk Region"
1996,Письма Львова Влад[имира] к Варварову Николаю Александровичу,Letters of Vlad[imir] Lvov to Nikolai Aleksandrovich Varvarov
1997,"Письмо Ивана Ивановича Малахова в ""Московский институт им. Циолковского""","Letter from Ivan Ivanovich Malakhov to the ""Moscow Institute named after Tsiolkovsky"""
1998,Письмо главного библиографа по краеведению Калужской библиотеки им. В. Белинского Генриэтты Михайловны Морозовой к Ассонову Владимиру Васильевичу,"Letter of the chief bibliographer for local history of the Kaluga V. Belinsky Library, Genrietta Mikhailovna Morozova, to Vladimir Vasilievich Assonov"
1999,Письма Якова Исидоровича Перельмана к начальнику сектора оргмассовой работы ЦГИРДа Ивану Петровичу Фортикову,"Letters from Yakov Isidorovich Perelman to Fortikov Ivan Petrovich, head of the mass organizational work sector of TsGIRD"
2000,"Письмо ст. н. сотр. КИТ АН СССР, к. ф. н. Александра Петровича Примаковского к научному сотруднику по подготовке к изданию трудов К.Э. Циолковского","Letter from senior research fellow of KIT AN SSSR, Candidate of Philosophical Sciences, Alexander Petrovich Primakovsky to a research associate for the preparation for publication of K. E. Tsiolkovsky's works"
2001,Письма профессора Ленинградского института путей сообщения Николая Алексеевича Рынина к начальнику сектора оргмассовой работы ЦГИРДа Ивану Петровичу Фортикову,"Letters from Nikolai Alekseevich Rynin, professor of the Leningrad Institute of Railway Engineers, to Fortikov Ivan Petrovich, head of the mass organizational work sector of TsGIRD"
